epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,5539.69,1.86251,1.51117,1.80263,0.67895,0.6,0.64634,0.26434,2.01694,1.50598,1.95896,0.008548,0.008548,0.008548
24,5779.93,1.85459,1.50138,1.80896,0.60805,0.59122,0.62573,0.25051,2.0328,1.51833,1.99987,0.008482,0.008482,0.008482
25,6028.49,1.84798,1.50102,1.80618,0.7284,0.6078,0.67669,0.27139,2.0383,1.47691,1.95961,0.008416,0.008416,0.008416
26,6266.84,1.84803,1.48693,1.78582,0.67118,0.58634,0.64281,0.2618,2.03394,1.4894,1.95538,0.00835,0.00835,0.00835
27,6509.84,1.83433,1.47472,1.77616,0.68639,0.58146,0.63837,0.25883,2.03356,1.48512,1.96647,0.008284,0.008284,0.008284
28,6746.83,1.83413,1.46934,1.77814,0.68186,0.58756,0.64662,0.26323,2.06238,1.4784,2.00134,0.008218,0.008218,0.008218
29,6989.66,1.83567,1.46639,1.78665,0.7221,0.6039,0.66749,0.26718,2.03438,1.46208,1.95616,0.008152,0.008152,0.008152
30,7226,1.82635,1.44236,1.77784,0.72884,0.61366,0.66982,0.27264,2.04694,1.46003,1.97208,0.008086,0.008086,0.008086
31,7473.02,1.82192,1.44867,1.78273,0.69755,0.57366,0.66103,0.27072,2.04861,1.44697,1.97425,0.00802,0.00802,0.00802
32,7705.11,1.81671,1.43185,1.76499,0.71812,0.57756,0.64145,0.26041,2.04781,1.46419,1.95555,0.007954,0.007954,0.007954
33,7944.56,1.80883,1.41794,1.76621,0.72223,0.58927,0.66141,0.26789,2.046,1.44493,1.96714,0.007888,0.007888,0.007888
34,8181.51,1.81068,1.41641,1.75079,0.71714,0.60488,0.65939,0.26385,2.05117,1.43751,1.96565,0.007822,0.007822,0.007822
35,8423.21,1.79692,1.42469,1.75936,0.72175,0.59805,0.6692,0.26883,2.04576,1.43876,1.98387,0.007756,0.007756,0.007756
36,8658.12,1.79514,1.40075,1.77008,0.70682,0.60214,0.66092,0.26901,2.0441,1.43047,1.99591,0.00769,0.00769,0.00769
37,8903.65,1.78996,1.40025,1.74614,0.71502,0.60976,0.6668,0.26493,2.04676,1.43885,1.98188,0.007624,0.007624,0.007624
38,9138.15,1.79129,1.38532,1.75207,0.71461,0.6322,0.67238,0.27245,2.04103,1.40398,1.98133,0.007558,0.007558,0.007558
39,9379.14,1.78314,1.39444,1.75916,0.71251,0.60932,0.66337,0.27293,2.04614,1.42891,1.99166,0.007492,0.007492,0.007492
40,9613.34,1.77976,1.37821,1.74432,0.73572,0.60585,0.67121,0.26476,2.04923,1.41699,1.98082,0.007426,0.007426,0.007426
41,9855.81,1.77421,1.35322,1.75379,0.72282,0.63707,0.6862,0.27841,2.05089,1.40279,1.98222,0.00736,0.00736,0.00736
42,10092.5,1.76826,1.34951,1.72866,0.72215,0.64293,0.69463,0.27597,2.05868,1.38095,1.97383,0.007294,0.007294,0.007294
43,10336.4,1.76503,1.35197,1.7271,0.72406,0.63415,0.69053,0.27602,2.07859,1.37682,1.99913,0.007228,0.007228,0.007228
44,10574.2,1.76574,1.35218,1.73294,0.72358,0.58994,0.66823,0.26683,2.04541,1.42717,1.98699,0.007162,0.007162,0.007162
45,10815.7,1.75749,1.33702,1.72457,0.73308,0.63024,0.68775,0.27297,2.05401,1.41567,1.99444,0.007096,0.007096,0.007096
46,11049.1,1.75945,1.31562,1.7198,0.73766,0.63415,0.68148,0.27552,2.07427,1.37205,1.99938,0.00703,0.00703,0.00703
47,11287.8,1.74385,1.3064,1.71193,0.7236,0.63707,0.68711,0.27105,2.08491,1.39146,2.0184,0.006964,0.006964,0.006964
48,11520.2,1.74113,1.29529,1.70884,0.72569,0.65814,0.68534,0.26992,2.09519,1.40705,2.01427,0.006898,0.006898,0.006898
49,11759.5,1.75085,1.29741,1.72145,0.71674,0.63122,0.67672,0.27022,2.07885,1.3986,2.00817,0.006832,0.006832,0.006832
50,11993.8,1.72806,1.28464,1.70407,0.73179,0.6361,0.68672,0.27698,2.06858,1.38445,1.9977,0.006766,0.006766,0.006766
51,12239.7,1.72896,1.27552,1.7023,0.72745,0.63317,0.67801,0.27166,2.07802,1.38806,1.99729,0.0067,0.0067,0.0067
52,251.656,1.71523,1.26249,1.69005,0.72287,0.62537,0.68473,0.27294,2.0826,1.38029,2.00492,0.006634,0.006634,0.006634
53,488.746,1.71316,1.25824,1.68972,0.70845,0.63122,0.68402,0.27423,2.09206,1.36476,2.0136,0.006568,0.006568,0.006568
54,735.841,1.71723,1.25433,1.69027,0.73484,0.62829,0.69426,0.27116,2.11859,1.35675,2.01392,0.006502,0.006502,0.006502
55,971.726,1.70774,1.25738,1.68531,0.72557,0.63902,0.68455,0.27429,2.08783,1.36125,2.00162,0.006436,0.006436,0.006436
56,1215.58,1.70975,1.23599,1.67333,0.72932,0.64878,0.69295,0.27565,2.10195,1.34703,2.00566,0.00637,0.00637,0.00637
57,1452.68,1.69872,1.23162,1.67092,0.72645,0.64,0.69048,0.27812,2.10161,1.35967,2.01659,0.006304,0.006304,0.006304
58,1692.92,1.70243,1.22439,1.66915,0.71827,0.65665,0.69246,0.2775,2.10449,1.33939,2.01037,0.006238,0.006238,0.006238
59,1925.48,1.69488,1.22119,1.66565,0.72345,0.65659,0.68633,0.27389,2.11924,1.34087,2.01685,0.006172,0.006172,0.006172
60,2164.56,1.68303,1.20815,1.65266,0.74454,0.6478,0.69259,0.26865,2.13089,1.34243,2.02882,0.006106,0.006106,0.006106
61,2398.04,1.67444,1.19841,1.65256,0.72745,0.6439,0.68675,0.27091,2.13287,1.34792,2.03562,0.00604,0.00604,0.00604
62,2637.58,1.6777,1.18201,1.65331,0.72265,0.64,0.68737,0.2746,2.13703,1.33262,2.02931,0.005974,0.005974,0.005974
63,2869.3,1.67687,1.18837,1.65327,0.73568,0.63122,0.68583,0.27392,2.13679,1.32616,2.0329,0.005908,0.005908,0.005908
64,3107.85,1.66577,1.16513,1.64557,0.73298,0.6322,0.68876,0.27198,2.13514,1.32856,2.03776,0.005842,0.005842,0.005842
65,3341.47,1.65944,1.15983,1.63962,0.727,0.63654,0.68529,0.26987,2.14915,1.33174,2.04886,0.005776,0.005776,0.005776
66,3579.73,1.65348,1.15255,1.63911,0.72886,0.63902,0.68997,0.26782,2.16797,1.33716,2.06281,0.00571,0.00571,0.00571
67,3810.96,1.65364,1.14634,1.6373,0.73538,0.64195,0.69323,0.27235,2.16473,1.32658,2.06485,0.005644,0.005644,0.005644
68,4050.99,1.63931,1.13576,1.62472,0.74141,0.64057,0.69789,0.27708,2.15838,1.3104,2.06101,0.005578,0.005578,0.005578
69,4284.61,1.63875,1.12546,1.6263,0.71764,0.65213,0.69438,0.27509,2.17209,1.2976,2.06897,0.005512,0.005512,0.005512
70,4523.75,1.6296,1.12249,1.61829,0.7276,0.64683,0.69768,0.27299,2.17777,1.30635,2.07776,0.005446,0.005446,0.005446
71,4756.1,1.62076,1.10391,1.60654,0.73076,0.63707,0.69418,0.27011,2.17982,1.29769,2.07714,0.00538,0.00538,0.00538
72,4999.17,1.61532,1.10402,1.6061,0.72352,0.674,0.7025,0.27034,2.18798,1.30081,2.08082,0.005314,0.005314,0.005314
73,5231.35,1.61611,1.07922,1.59455,0.72386,0.64703,0.69436,0.2679,2.19098,1.29718,2.07894,0.005248,0.005248,0.005248
74,5471.34,1.6135,1.09,1.60007,0.7226,0.66076,0.69262,0.26407,2.2046,1.29474,2.0883,0.005182,0.005182,0.005182
75,5702.88,1.60047,1.07426,1.58461,0.74628,0.63993,0.69283,0.26471,2.19822,1.29234,2.08132,0.005116,0.005116,0.005116
76,5945.55,1.59761,1.06269,1.58215,0.72637,0.65659,0.69441,0.26241,2.20982,1.28986,2.09262,0.00505,0.00505,0.00505
77,6176.87,1.59071,1.05805,1.57914,0.72043,0.65366,0.68852,0.26215,2.21156,1.29151,2.09225,0.004984,0.004984,0.004984
78,6415.59,1.58081,1.04285,1.56901,0.72371,0.65561,0.6877,0.26349,2.21239,1.29206,2.09442,0.004918,0.004918,0.004918
79,6646.83,1.58077,1.04128,1.57166,0.72892,0.65582,0.68468,0.2642,2.22016,1.28866,2.10011,0.004852,0.004852,0.004852
80,6885.3,1.5778,1.03275,1.5673,0.72979,0.65348,0.68467,0.26361,2.22948,1.28731,2.10499,0.004786,0.004786,0.004786
81,7116.78,1.56937,1.02602,1.55606,0.72028,0.65854,0.68329,0.26407,2.23522,1.28506,2.11279,0.00472,0.00472,0.00472
82,7359.06,1.56608,1.01664,1.55164,0.73323,0.65966,0.68746,0.26498,2.23391,1.28559,2.11508,0.004654,0.004654,0.004654
83,7591.12,1.55693,0.99747,1.53768,0.71856,0.66244,0.6881,0.26541,2.24221,1.28305,2.11944,0.004588,0.004588,0.004588
84,247.922,1.52447,0.97371,1.52337,0.7151,0.66117,0.68433,0.26403,2.25295,1.28223,2.1291,0.004522,0.004522,0.004522
85,480.826,1.53195,0.98021,1.52699,0.71611,0.65659,0.68075,0.26217,2.25647,1.27694,2.13603,0.004456,0.004456,0.004456
86,724.235,1.5373,0.97914,1.53326,0.72342,0.64878,0.67853,0.26101,2.25963,1.27667,2.13844,0.00439,0.00439,0.00439
87,957.905,1.52335,0.98352,1.53166,0.72554,0.64976,0.67757,0.26151,2.26284,1.27789,2.14187,0.004324,0.004324,0.004324
88,1201.25,1.52342,0.97015,1.52127,0.72516,0.65268,0.67627,0.26107,2.26551,1.27702,2.14271,0.004258,0.004258,0.004258
89,1434.85,1.51756,0.96417,1.51483,0.72136,0.64658,0.67465,0.26049,2.26698,1.26793,2.14701,0.004192,0.004192,0.004192
90,1675.06,1.51835,0.95673,1.50939,0.71686,0.6521,0.67914,0.26192,2.272,1.2649,2.15124,0.004126,0.004126,0.004126
91,1906.9,1.50411,0.94712,1.49965,0.72644,0.6439,0.67835,0.26013,2.27467,1.25701,2.14993,0.00406,0.00406,0.00406
92,2146.52,1.49862,0.94189,1.49477,0.72508,0.64585,0.67531,0.25936,2.27741,1.25617,2.15429,0.003994,0.003994,0.003994
93,2379.37,1.49374,0.9369,1.48988,0.71693,0.65073,0.67348,0.25669,2.28018,1.25865,2.15621,0.003928,0.003928,0.003928
94,2618.8,1.48941,0.91985,1.49332,0.70346,0.65951,0.67564,0.2574,2.28187,1.25849,2.15886,0.003862,0.003862,0.003862
95,2851.44,1.48996,0.92719,1.48544,0.71489,0.6458,0.67019,0.25603,2.28252,1.25633,2.15957,0.003796,0.003796,0.003796
96,3090.9,1.47148,0.90793,1.47208,0.71252,0.64976,0.6721,0.25722,2.28633,1.25623,2.16283,0.00373,0.00373,0.00373
97,3324.65,1.46817,0.89707,1.47436,0.71478,0.6479,0.67138,0.25633,2.28961,1.25546,2.16578,0.003664,0.003664,0.003664
98,3565.19,1.45888,0.8978,1.46648,0.71553,0.64585,0.67274,0.25452,2.29191,1.25563,2.16816,0.003598,0.003598,0.003598
99,3799,1.45711,0.89546,1.46423,0.72476,0.6322,0.66982,0.25479,2.2957,1.25699,2.17186,0.003532,0.003532,0.003532
100,4040.14,1.45412,0.88496,1.45774,0.7285,0.63349,0.67102,0.25508,2.29758,1.25444,2.17372,0.003466,0.003466,0.003466
101,4274.8,1.44572,0.87943,1.4569,0.73382,0.6322,0.67076,0.25388,2.30107,1.25302,2.17733,0.0034,0.0034,0.0034
102,4515.73,1.4419,0.8754,1.45185,0.73419,0.63326,0.67249,0.25341,2.30351,1.25324,2.17909,0.003334,0.003334,0.003334
103,4756.48,1.43101,0.86567,1.44026,0.73364,0.63415,0.6726,0.25322,2.30574,1.25376,2.18308,0.003268,0.003268,0.003268
104,5015.93,1.42774,0.86951,1.43492,0.73395,0.63786,0.67215,0.25157,2.3098,1.25064,2.1851,0.003202,0.003202,0.003202
105,5250.26,1.42708,0.85198,1.43361,0.73399,0.63707,0.67157,0.25139,2.3155,1.24894,2.19098,0.003136,0.003136,0.003136
106,5493.21,1.42443,0.85166,1.43799,0.73129,0.63458,0.66932,0.25128,2.31839,1.25048,2.19415,0.00307,0.00307,0.00307
107,5751.23,1.40891,0.84045,1.42235,0.73333,0.63512,0.66735,0.25066,2.32097,1.24957,2.19735,0.003004,0.003004,0.003004
108,6172.55,1.40693,0.83536,1.41634,0.72937,0.63317,0.66512,0.25077,2.32355,1.25008,2.19976,0.002938,0.002938,0.002938
109,6407.21,1.40714,0.83459,1.42471,0.73181,0.63625,0.66829,0.25132,2.32651,1.24925,2.20279,0.002872,0.002872,0.002872
110,6649.71,1.40033,0.81971,1.41634,0.73226,0.63506,0.66583,0.25026,2.33007,1.24941,2.20604,0.002806,0.002806,0.002806
111,6885.57,1.39494,0.82872,1.41573,0.72736,0.63415,0.66565,0.24987,2.33136,1.24976,2.20847,0.00274,0.00274,0.00274
112,7127.06,1.39442,0.82247,1.41123,0.72623,0.63805,0.66528,0.24921,2.33326,1.24945,2.20979,0.002674,0.002674,0.002674
113,7360.58,1.39605,0.8157,1.40776,0.72925,0.63856,0.66414,0.24858,2.33595,1.24948,2.21219,0.002608,0.002608,0.002608
114,7602.2,1.40253,0.81677,1.41028,0.73011,0.63805,0.66402,0.24817,2.33729,1.24945,2.213,0.002542,0.002542,0.002542
115,7836.48,1.39431,0.81203,1.40271,0.73105,0.63707,0.66445,0.24949,2.34023,1.24688,2.21565,0.002476,0.002476,0.002476
116,8077.7,1.39889,0.81425,1.39597,0.73314,0.6379,0.666,0.24948,2.34255,1.24508,2.21775,0.00241,0.00241,0.00241
117,8310.98,1.39947,0.81559,1.40078,0.73072,0.64098,0.66736,0.24962,2.34343,1.24459,2.21814,0.002344,0.002344,0.002344
118,8551.38,1.39608,0.81842,1.39624,0.72928,0.64126,0.66859,0.24928,2.34641,1.2422,2.22051,0.002278,0.002278,0.002278
119,8785.07,1.38797,0.80382,1.39404,0.73196,0.64472,0.6693,0.24872,2.34879,1.23893,2.22337,0.002212,0.002212,0.002212
120,9026.12,1.37739,0.79679,1.3838,0.73093,0.6478,0.66862,0.24795,2.35184,1.23677,2.22567,0.002146,0.002146,0.002146
121,9259.42,1.37618,0.79249,1.38263,0.72866,0.6478,0.66872,0.24756,2.35262,1.2368,2.22705,0.00208,0.00208,0.00208
122,9500.21,1.36479,0.793,1.37643,0.72771,0.64662,0.66805,0.24739,2.35456,1.23602,2.22899,0.002014,0.002014,0.002014
123,9733.86,1.35517,0.78376,1.36803,0.72622,0.6478,0.66857,0.24748,2.3572,1.23479,2.23195,0.001948,0.001948,0.001948
124,9974.48,1.34884,0.76682,1.36386,0.72433,0.64585,0.66755,0.24766,2.35919,1.23366,2.23424,0.001882,0.001882,0.001882
125,10208.9,1.35549,0.77284,1.36826,0.72477,0.64484,0.66703,0.2469,2.35968,1.23304,2.23448,0.001816,0.001816,0.001816
126,10449.7,1.33798,0.77009,1.35291,0.72305,0.63902,0.66485,0.24636,2.36089,1.23318,2.2354,0.00175,0.00175,0.00175
127,10683.6,1.34433,0.7672,1.35587,0.72283,0.63863,0.66459,0.24654,2.36218,1.23373,2.23671,0.001684,0.001684,0.001684
128,10924.5,1.33956,0.76657,1.35241,0.72483,0.63805,0.66521,0.24663,2.36325,1.23371,2.23835,0.001618,0.001618,0.001618
129,11158.3,1.3225,0.75515,1.34421,0.72354,0.63805,0.66492,0.24631,2.36523,1.23254,2.24054,0.001552,0.001552,0.001552
130,11399,1.31658,0.74786,1.34234,0.71954,0.63707,0.66488,0.24652,2.36678,1.23213,2.24289,0.001486,0.001486,0.001486
131,11633.1,1.31176,0.74623,1.33758,0.72031,0.6382,0.66594,0.24646,2.36904,1.23134,2.24538,0.00142,0.00142,0.00142
132,11874.7,1.31142,0.74485,1.33701,0.7221,0.63805,0.66632,0.24672,2.37045,1.23012,2.24689,0.001354,0.001354,0.001354
133,12110.8,1.30025,0.72835,1.32327,0.72958,0.63699,0.66589,0.24699,2.37186,1.22947,2.2485,0.001288,0.001288,0.001288
134,12352.9,1.30903,0.73125,1.33392,0.73042,0.63705,0.66629,0.24686,2.37321,1.22922,2.2499,0.001222,0.001222,0.001222
135,12587.1,1.30063,0.73419,1.32498,0.72893,0.6375,0.66644,0.24667,2.37494,1.22784,2.25224,0.001156,0.001156,0.001156
136,12828.5,1.30097,0.73216,1.33087,0.73145,0.63508,0.66672,0.24677,2.37586,1.22684,2.25347,0.00109,0.00109,0.00109
137,13064.6,1.2845,0.72391,1.31257,0.72719,0.63453,0.66422,0.24598,2.377,1.22651,2.25485,0.001024,0.001024,0.001024
138,13306.1,1.29056,0.72207,1.31478,0.72772,0.63415,0.66422,0.246,2.37842,1.22573,2.25695,0.000958,0.000958,0.000958
139,13542.3,1.29244,0.7229,1.32006,0.72382,0.6418,0.66405,0.24587,2.37967,1.22438,2.25899,0.000892,0.000892,0.000892
140,13783.5,1.27951,0.71917,1.31044,0.72186,0.64061,0.66405,0.24565,2.38166,1.22401,2.26126,0.000826,0.000826,0.000826
141,14055.5,1.21765,0.54318,1.27448,0.72338,0.64,0.66423,0.24554,2.3834,1.22408,2.26302,0.00076,0.00076,0.00076
142,14297.5,1.1753,0.51712,1.24993,0.72511,0.64,0.66503,0.24582,2.38345,1.22466,2.26351,0.000694,0.000694,0.000694
143,14529.5,1.15853,0.50709,1.24024,0.72568,0.64005,0.66528,0.24579,2.38426,1.22539,2.26491,0.000628,0.000628,0.000628
144,14769.9,1.15427,0.5043,1.23545,0.72468,0.63902,0.66446,0.24541,2.38547,1.2262,2.26665,0.000562,0.000562,0.000562
145,15082.2,1.14771,0.49997,1.23235,0.72371,0.6361,0.66368,0.24511,2.38737,1.22551,2.26849,0.000496,0.000496,0.000496
146,243.784,1.25249,0.72192,1.3205,0.72474,0.63705,0.66386,0.24526,2.3876,1.22632,2.26915,0.00043,0.00043,0.00043
147,475.479,1.25664,0.71517,1.31847,0.72446,0.63871,0.66376,0.2453,2.38876,1.22588,2.2712,0.000364,0.000364,0.000364
148,716.263,1.25692,0.7155,1.31951,0.72445,0.64098,0.6658,0.24536,2.38977,1.22597,2.27321,0.000298,0.000298,0.000298
149,946.1,1.24521,0.71383,1.31325,0.72162,0.64488,0.66562,0.24549,2.39118,1.22578,2.27597,0.000232,0.000232,0.000232
150,1185.94,1.24511,0.71181,1.31012,0.72252,0.64488,0.66591,0.24525,2.39228,1.22616,2.27767,0.000166,0.000166,0.000166
