epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,65.4904,0.99385,1.09299,0.94801,0.80465,0.83333,0.81144,0.64276,0.92257,2.42846,1.00584,0.0013136,0.0013136,0.0013136
54,66.7369,1.03398,1.41737,0.9953,0.81722,0.75279,0.78042,0.64428,0.80448,2.21324,0.97397,0.0013004,0.0013004,0.0013004
55,67.9551,1.10998,1.24805,1.04876,0.81722,0.75279,0.78042,0.64428,0.80448,2.21324,0.97397,0.0012872,0.0012872,0.0012872
56,69.1851,0.99191,1.2101,0.97854,0.7774,0.66667,0.76171,0.61754,0.89218,2.06545,0.99613,0.001274,0.001274,0.001274
57,70.3591,0.95841,1.12142,0.94109,0.7774,0.66667,0.76171,0.61754,0.89218,2.06545,0.99613,0.0012608,0.0012608,0.0012608
58,71.5824,1.0236,1.14903,0.95042,1,0.64438,0.86725,0.71632,0.85545,1.84941,0.95391,0.0012476,0.0012476,0.0012476
59,72.7662,1.00894,1.1204,0.96309,1,0.64438,0.86725,0.71632,0.85545,1.84941,0.95391,0.0012344,0.0012344,0.0012344
60,73.9649,0.88108,1.04315,0.95596,0.74581,0.98044,0.9125,0.76157,0.77349,1.71675,0.9449,0.0012212,0.0012212,0.0012212
61,75.1659,0.93561,1.08481,0.96546,0.74581,0.98044,0.9125,0.76157,0.77349,1.71675,0.9449,0.001208,0.001208,0.001208
62,76.373,0.96152,1.02439,0.94774,1,0.81355,0.931,0.7639,0.82141,1.74342,0.92603,0.0011948,0.0011948,0.0011948
63,77.576,0.86529,1.02081,0.98783,1,0.81355,0.931,0.7639,0.82141,1.74342,0.92603,0.0011816,0.0011816,0.0011816
64,78.7834,0.9827,1.20126,1.01061,1,0.79554,0.92227,0.76725,0.78415,1.77299,0.92544,0.0011684,0.0011684,0.0011684
65,79.9848,0.88297,1.06709,0.99282,1,0.79554,0.92227,0.76725,0.78415,1.77299,0.92544,0.0011552,0.0011552,0.0011552
66,81.2089,0.88436,1.03848,0.99916,1,0.8256,0.895,0.75912,0.78816,1.61183,0.94114,0.001142,0.001142,0.001142
67,82.4012,0.88359,1.01297,0.94152,1,0.8256,0.895,0.75912,0.78816,1.61183,0.94114,0.0011288,0.0011288,0.0011288
68,83.6079,0.89033,0.93502,0.90373,0.98467,0.83333,0.97214,0.7966,0.79076,1.34331,0.95889,0.0011156,0.0011156,0.0011156
69,84.8143,1.03284,1.02206,1.04945,0.98467,0.83333,0.97214,0.7966,0.79076,1.34331,0.95889,0.0011024,0.0011024,0.0011024
70,86.0334,0.94526,1.18929,0.96176,0.85366,1,0.90071,0.71085,0.76283,1.1983,0.91578,0.0010892,0.0010892,0.0010892
71,87.2355,0.96315,1.00092,0.95988,0.85366,1,0.90071,0.71085,0.76283,1.1983,0.91578,0.001076,0.001076,0.001076
72,88.4438,0.90764,1.00455,0.96946,0.852,1,0.92357,0.76027,0.72965,1.29176,0.91058,0.0010628,0.0010628,0.0010628
73,89.6469,0.94877,1.0121,1.00012,0.852,1,0.92357,0.76027,0.72965,1.29176,0.91058,0.0010496,0.0010496,0.0010496
74,90.8649,0.89429,1.05787,0.95276,0.85653,0.99569,0.94786,0.79822,0.71617,1.14928,0.91964,0.0010364,0.0010364,0.0010364
75,92.0594,0.93275,1.07365,0.93004,0.85653,0.99569,0.94786,0.79822,0.71617,1.14928,0.91964,0.0010232,0.0010232,0.0010232
76,93.2812,0.87772,0.88917,0.93616,0.99957,0.83333,0.97214,0.76902,0.66449,1.13589,0.90545,0.00101,0.00101,0.00101
77,94.4839,0.89322,0.99367,1.02085,0.99957,0.83333,0.97214,0.76902,0.66449,1.13589,0.90545,0.0009968,0.0009968,0.0009968
78,95.6902,0.90623,0.90247,0.90917,0.99409,0.83333,0.955,0.75722,0.58393,1.21632,0.87627,0.0009836,0.0009836,0.0009836
79,96.8996,0.79355,0.98736,0.89309,0.99409,0.83333,0.955,0.75722,0.58393,1.21632,0.87627,0.0009704,0.0009704,0.0009704
80,98.1187,0.9539,1.13638,0.947,0.98095,0.83333,0.955,0.8086,0.61156,1.20496,0.87086,0.0009572,0.0009572,0.0009572
81,99.3249,0.85054,0.90675,0.90832,0.98095,0.83333,0.955,0.8086,0.61156,1.20496,0.87086,0.000944,0.000944,0.000944
82,100.523,0.90194,0.90215,0.90774,1,0.97421,0.995,0.84155,0.63673,1.179,0.86953,0.0009308,0.0009308,0.0009308
83,101.721,0.80122,0.90297,0.92233,1,0.97421,0.995,0.84155,0.63673,1.179,0.86953,0.0009176,0.0009176,0.0009176
84,102.928,0.85253,0.84934,0.90955,1,0.9663,0.995,0.88286,0.6746,1.13383,0.88482,0.0009044,0.0009044,0.0009044
85,104.129,0.7268,0.9389,0.8964,1,0.9663,0.995,0.88286,0.6746,1.13383,0.88482,0.0008912,0.0008912,0.0008912
86,105.353,0.77953,0.9805,0.92594,1,0.97739,0.995,0.88286,0.62211,1.20444,0.88143,0.000878,0.000878,0.000878
87,106.542,0.788,0.8702,0.92185,1,0.97739,0.995,0.88286,0.62211,1.20444,0.88143,0.0008648,0.0008648,0.0008648
88,107.798,0.78973,0.9483,0.92572,0.85274,1,0.97214,0.861,0.58031,1.39146,0.89647,0.0008516,0.0008516,0.0008516
89,109.045,0.85906,0.94593,0.93106,0.85274,1,0.97214,0.861,0.58031,1.39146,0.89647,0.0008384,0.0008384,0.0008384
90,110.319,0.87387,1.04946,0.93262,0.65237,1,0.83,0.72987,0.56626,1.639,0.91235,0.0008252,0.0008252,0.0008252
91,111.544,0.87144,0.9333,0.90561,0.65237,1,0.83,0.72987,0.56626,1.639,0.91235,0.000812,0.000812,0.000812
92,112.755,0.80776,0.90431,0.92074,0.658,0.96532,0.7931,0.7093,0.57699,1.92934,0.89324,0.0007988,0.0007988,0.0007988
93,113.968,0.83995,0.99116,0.90124,0.658,0.96532,0.7931,0.7093,0.57699,1.92934,0.89324,0.0007856,0.0007856,0.0007856
94,115.192,0.80749,0.99891,0.91844,0.72595,0.66667,0.7451,0.68237,0.6054,2.12856,0.90703,0.0007724,0.0007724,0.0007724
95,116.409,0.69521,0.87314,0.88656,0.72595,0.66667,0.7451,0.68237,0.6054,2.12856,0.90703,0.0007592,0.0007592,0.0007592
96,117.608,0.69919,0.89256,0.9494,0.74398,0.9719,0.9125,0.82546,0.5877,1.82149,0.89551,0.000746,0.000746,0.000746
97,118.801,0.79125,0.88654,0.93032,0.74398,0.9719,0.9125,0.82546,0.5877,1.82149,0.89551,0.0007328,0.0007328,0.0007328
98,120.047,0.65147,0.82045,0.90504,0.86248,0.83333,0.97214,0.89842,0.54637,1.48799,0.88491,0.0007196,0.0007196,0.0007196
99,121.242,0.72149,0.78697,0.92012,0.86248,0.83333,0.97214,0.89842,0.54637,1.48799,0.88491,0.0007064,0.0007064,0.0007064
100,122.44,0.75853,0.87198,0.93934,1,0.99378,0.995,0.86895,0.57304,1.21116,0.88866,0.0006932,0.0006932,0.0006932
101,123.63,0.68882,0.68554,0.88262,1,0.99378,0.995,0.86895,0.57304,1.21116,0.88866,0.00068,0.00068,0.00068
102,124.872,0.79568,0.77922,0.92958,0.9792,1,0.995,0.86555,0.58064,1.07463,0.89748,0.0006668,0.0006668,0.0006668
103,126.057,0.7356,0.72613,0.86648,0.9792,1,0.995,0.86555,0.58064,1.07463,0.89748,0.0006536,0.0006536,0.0006536
104,127.276,0.70581,0.80043,0.90469,0.97198,1,0.995,0.86846,0.57724,0.97088,0.90065,0.0006404,0.0006404,0.0006404
105,128.477,0.71936,0.78163,0.93207,0.97198,1,0.995,0.86846,0.57724,0.97088,0.90065,0.0006272,0.0006272,0.0006272
106,129.699,0.69091,0.83133,0.88286,0.98759,1,0.995,0.88726,0.54606,0.86707,0.89227,0.000614,0.000614,0.000614
107,130.903,0.77062,0.74489,0.86739,0.98759,1,0.995,0.88726,0.54606,0.86707,0.89227,0.0006008,0.0006008,0.0006008
108,132.136,0.78566,0.79521,0.9422,0.99126,1,0.995,0.88222,0.49924,0.78083,0.87243,0.0005876,0.0005876,0.0005876
109,133.338,0.62883,0.74434,0.8798,0.99126,1,0.995,0.88222,0.49924,0.78083,0.87243,0.0005744,0.0005744,0.0005744
110,134.567,0.68829,0.74486,0.87567,0.99204,1,0.995,0.89632,0.47133,0.73387,0.86357,0.0005612,0.0005612,0.0005612
111,135.775,0.70188,0.73294,0.90847,0.99204,1,0.995,0.89632,0.47133,0.73387,0.86357,0.000548,0.000548,0.000548
112,137.023,0.65751,0.73806,0.86815,0.99222,1,0.995,0.89462,0.46261,0.72687,0.86136,0.0005348,0.0005348,0.0005348
113,138.209,0.56848,0.71287,0.87509,0.99222,1,0.995,0.89462,0.46261,0.72687,0.86136,0.0005216,0.0005216,0.0005216
114,139.424,0.704,0.71386,0.89234,0.99205,1,0.995,0.91311,0.4837,0.71788,0.87151,0.0005084,0.0005084,0.0005084
115,140.612,0.69111,0.82086,0.89155,0.99205,1,0.995,0.91311,0.4837,0.71788,0.87151,0.0004952,0.0004952,0.0004952
116,141.841,0.73019,0.77914,0.89718,0.99214,1,0.995,0.9267,0.48434,0.7047,0.86882,0.000482,0.000482,0.000482
117,143.046,0.72239,0.71889,0.89087,0.99214,1,0.995,0.9267,0.48434,0.7047,0.86882,0.0004688,0.0004688,0.0004688
118,144.28,0.63373,0.68764,0.87466,0.99231,1,0.995,0.94267,0.45256,0.70872,0.86016,0.0004556,0.0004556,0.0004556
119,145.509,0.65701,0.63316,0.87518,0.99231,1,0.995,0.94267,0.45256,0.70872,0.86016,0.0004424,0.0004424,0.0004424
120,146.727,0.74367,0.72137,0.90083,0.99269,1,0.995,0.9168,0.46269,0.66276,0.85861,0.0004292,0.0004292,0.0004292
121,147.91,0.68721,0.70304,0.86772,0.99269,1,0.995,0.9168,0.46269,0.66276,0.85861,0.000416,0.000416,0.000416
122,149.124,0.76273,0.77307,0.86661,0.99276,1,0.995,0.89331,0.47079,0.63932,0.85732,0.0004028,0.0004028,0.0004028
123,150.357,0.61145,0.6474,0.88036,0.99276,1,0.995,0.89331,0.47079,0.63932,0.85732,0.0003896,0.0003896,0.0003896
124,151.637,0.71479,0.69007,0.83688,0.99279,1,0.995,0.89331,0.46443,0.63061,0.85515,0.0003764,0.0003764,0.0003764
125,152.823,0.65874,0.73378,0.93359,0.99279,1,0.995,0.89331,0.46443,0.63061,0.85515,0.0003632,0.0003632,0.0003632
126,154.032,0.61428,0.63782,0.88042,0.99263,1,0.995,0.89297,0.45558,0.63407,0.85523,0.00035,0.00035,0.00035
127,155.238,0.55535,0.71905,0.87246,0.99263,1,0.995,0.89297,0.45558,0.63407,0.85523,0.0003368,0.0003368,0.0003368
128,156.462,0.60914,0.64215,0.8488,0.99282,1,0.995,0.90928,0.44392,0.66654,0.85812,0.0003236,0.0003236,0.0003236
129,157.673,0.54829,0.66593,0.8435,0.99282,1,0.995,0.90928,0.44392,0.66654,0.85812,0.0003104,0.0003104,0.0003104
130,158.892,0.58238,0.63467,0.85754,0.99278,1,0.995,0.9167,0.44589,0.65885,0.85861,0.0002972,0.0002972,0.0002972
131,160.097,0.67365,0.67995,0.88095,0.99278,1,0.995,0.9167,0.44589,0.65885,0.85861,0.000284,0.000284,0.000284
132,161.324,0.59555,0.65125,0.83893,0.99257,1,0.995,0.9167,0.44993,0.63436,0.85796,0.0002708,0.0002708,0.0002708
133,162.531,0.58786,0.71556,0.91382,0.99257,1,0.995,0.9167,0.44993,0.63436,0.85796,0.0002576,0.0002576,0.0002576
134,163.775,0.62692,0.73541,0.93504,0.9924,1,0.995,0.86604,0.46055,0.64159,0.8588,0.0002444,0.0002444,0.0002444
135,164.968,0.54508,0.66901,0.8557,0.9924,1,0.995,0.86604,0.46055,0.64159,0.8588,0.0002312,0.0002312,0.0002312
136,166.192,0.60586,0.71475,0.89817,0.9923,1,0.995,0.8534,0.45184,0.65305,0.86167,0.000218,0.000218,0.000218
137,167.385,0.60326,0.61719,0.8867,0.9923,1,0.995,0.8534,0.45184,0.65305,0.86167,0.0002048,0.0002048,0.0002048
138,168.622,0.74881,0.7253,0.8797,0.99231,1,0.995,0.89536,0.43658,0.64945,0.86097,0.0001916,0.0001916,0.0001916
139,169.81,0.60151,0.63049,0.86654,0.99231,1,0.995,0.89536,0.43658,0.64945,0.86097,0.0001784,0.0001784,0.0001784
140,171.053,0.58389,0.64425,0.86105,0.99223,1,0.995,0.89536,0.41469,0.65617,0.86347,0.0001652,0.0001652,0.0001652
141,178.33,0.51942,0.74061,0.85169,0.99223,1,0.995,0.89536,0.41469,0.65617,0.86347,0.000152,0.000152,0.000152
142,179.715,0.53164,0.73202,0.86359,0.99184,1,0.995,0.89536,0.40513,0.64503,0.86448,0.0001388,0.0001388,0.0001388
143,180.928,0.52091,0.71403,0.82888,0.99184,1,0.995,0.89536,0.40513,0.64503,0.86448,0.0001256,0.0001256,0.0001256
144,182.167,0.56934,0.79249,0.83752,0.99195,1,0.995,0.91059,0.39647,0.65118,0.86847,0.0001124,0.0001124,0.0001124
145,183.407,0.59508,0.71872,0.84608,0.99195,1,0.995,0.91059,0.39647,0.65118,0.86847,9.92e-05,9.92e-05,9.92e-05
146,184.666,0.56708,0.72772,0.81367,0.99187,1,0.995,0.91059,0.3936,0.65623,0.87267,8.6e-05,8.6e-05,8.6e-05
147,185.949,0.50664,0.69511,0.82354,0.99187,1,0.995,0.91059,0.3936,0.65623,0.87267,7.28e-05,7.28e-05,7.28e-05
148,187.209,0.54362,0.73661,0.82956,0.99177,1,0.995,0.92748,0.38875,0.65804,0.87163,5.96e-05,5.96e-05,5.96e-05
149,188.469,0.48773,0.68884,0.83372,0.99177,1,0.995,0.92748,0.38875,0.65804,0.87163,4.64e-05,4.64e-05,4.64e-05
150,189.711,0.50143,0.74488,0.84638,0.99171,1,0.995,0.92748,0.38521,0.65701,0.87114,3.32e-05,3.32e-05,3.32e-05
