epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,18.9441,1.26358,2.1546,1.06723,0.004,1,0.67728,0.42905,1.03866,3.53043,0.9391,0.00047624,0.00047624,0.00047624
14,20.164,1.03966,1.84768,0.98078,0.004,1,0.62847,0.39284,1.03759,3.5706,0.94696,0.000512201,0.000512201,0.000512201
15,21.3932,1.20109,1.80576,1.06633,0.004,1,0.44462,0.3233,1.08792,3.65187,0.95906,0.000547845,0.000547845,0.000547845
16,22.6159,1.32028,1.61059,1.08288,0.004,1,0.41293,0.26778,1.21016,3.73422,1.05047,0.000583172,0.000583172,0.000583172
17,23.8343,1.25421,1.5631,1.01963,0.00333,0.83333,0.51316,0.27906,1.13553,3.79159,1.01484,0.000618182,0.000618182,0.000618182
18,25.0388,1.22845,1.88782,1.09815,0.00333,0.83333,0.34735,0.25934,0.96247,3.86986,0.97418,0.000652876,0.000652876,0.000652876
19,26.2547,1.20551,1.78931,1.05442,0.00333,0.83333,0.26006,0.2044,1.0236,3.83484,0.95437,0.000687253,0.000687253,0.000687253
20,27.4982,1.19138,1.54399,1.08647,0.00333,0.83333,0.26871,0.17062,0.96248,3.81104,0.94801,0.000721313,0.000721313,0.000721313
21,28.7063,1.13049,1.61827,1.04813,0.00333,0.83333,0.26015,0.21012,0.9476,3.75581,0.94368,0.000755056,0.000755056,0.000755056
22,30.0157,1.28922,1.68247,1.11819,0.00333,0.83333,0.19758,0.10516,0.9528,3.90161,0.95551,0.000788482,0.000788482,0.000788482
23,31.256,1.13675,1.71892,1.04981,0.00333,0.83333,0.17327,0.10529,0.85672,3.80447,0.92489,0.000821592,0.000821592,0.000821592
24,32.4813,1.20786,1.55563,0.9929,0.00333,0.83333,0.19466,0.15548,0.82165,3.56766,0.89691,0.000854385,0.000854385,0.000854385
25,33.8517,1.09144,1.65889,0.98078,0.00333,0.83333,0.36075,0.32448,0.82855,3.36623,0.86965,0.000886861,0.000886861,0.000886861
26,35.1344,1.11115,1.53497,1.01087,0.84872,0.33333,0.41218,0.31542,0.89676,3.25929,0.9237,0.00091902,0.00091902,0.00091902
27,36.3967,1.13204,1.43888,0.99327,0.76453,0.54842,0.72158,0.55648,0.95989,3.20194,0.92027,0.000950862,0.000950862,0.000950862
28,37.6148,1.1698,1.48639,1.05154,0.76453,0.54842,0.72158,0.55648,0.95989,3.20194,0.92027,0.000982388,0.000982388,0.000982388
29,38.869,1.19118,1.75646,1.07953,0.83586,0.33333,0.57626,0.53254,0.7928,3.10833,0.87549,0.0010136,0.0010136,0.0010136
30,40.1098,1.22026,1.54856,1.02859,1,0.47481,0.67831,0.52887,0.75094,2.96161,0.8698,0.00104449,0.00104449,0.00104449
31,41.3221,1.07034,1.42635,1.00679,1,0.47481,0.67831,0.52887,0.75094,2.96161,0.8698,0.00107506,0.00107506,0.00107506
32,42.5448,1.06674,1.3827,0.99597,1,0.60959,0.76072,0.62369,0.75478,2.75636,0.86609,0.00110532,0.00110532,0.00110532
33,43.7842,1.05746,1.34709,0.98003,0.89243,0.5,0.77963,0.67203,0.69405,2.74976,0.84548,0.00113526,0.00113526,0.00113526
34,44.9718,0.96713,1.29418,0.96865,0.89243,0.5,0.77963,0.67203,0.69405,2.74976,0.84548,0.00116489,0.00116489,0.00116489
35,46.1938,1.05293,1.20528,0.98813,1,0.49675,0.5741,0.48655,0.67981,2.84661,0.85477,0.0011942,0.0011942,0.0011942
36,47.4007,1.10204,1.38768,1.04153,0.91687,0.5,0.63125,0.53725,0.71561,2.74435,0.86319,0.00122319,0.00122319,0.00122319
37,48.5952,1.12867,1.1975,1.05491,0.91687,0.5,0.63125,0.53725,0.71561,2.74435,0.86319,0.00125186,0.00125186,0.00125186
38,49.9353,0.99928,1.484,1.05168,1,0.48661,0.59845,0.44052,0.92453,2.73985,0.92452,0.00128022,0.00128022,0.00128022
39,51.2151,1.05314,1.15051,0.9557,0.98043,0.33333,0.53358,0.43716,0.8868,2.85743,0.9277,0.00130826,0.00130826,0.00130826
40,52.4636,1.07758,1.35266,1.00877,0.98043,0.33333,0.53358,0.43716,0.8868,2.85743,0.9277,0.00133598,0.00133598,0.00133598
41,53.7101,1.11254,1.33904,1.07554,0.71512,0.43024,0.56983,0.44041,0.89503,2.6876,0.93259,0.00136339,0.00136339,0.00136339
42,54.9515,0.98732,1.26493,0.97416,1,0.32856,0.52689,0.44248,0.81744,2.72564,0.90092,0.00139048,0.00139048,0.00139048
43,56.1612,0.95643,1.18721,1.01355,1,0.32856,0.52689,0.44248,0.81744,2.72564,0.90092,0.00141726,0.00141726,0.00141726
44,57.4042,0.90007,1.16985,0.99767,1,0.32864,0.42101,0.36801,0.72192,2.7035,0.89222,0.00144371,0.00144371,0.00144371
45,58.6194,0.97757,1.22854,0.95737,1,0.32864,0.42101,0.36801,0.72192,2.7035,0.89222,0.00146985,0.00146985,0.00146985
46,59.8589,0.9414,1.17836,0.97905,0.49569,0.5,0.43781,0.31767,0.76645,2.62791,0.92382,0.00149568,0.00149568,0.00149568
47,61.169,0.9942,1.1411,0.98095,0.49569,0.5,0.43781,0.31767,0.76645,2.62791,0.92382,0.00152118,0.00152118,0.00152118
48,62.4006,0.91633,1.17549,0.96196,0.69608,0.83333,0.76406,0.52504,1.17535,2.15785,1.07823,0.00154637,0.00154637,0.00154637
49,63.6217,1.1836,1.21668,1.08223,0.69608,0.83333,0.76406,0.52504,1.17535,2.15785,1.07823,0.00157124,0.00157124,0.00157124
50,64.8509,1.03606,1.13083,0.94394,0.97605,0.83333,0.895,0.48741,1.21942,2.27708,1.23313,0.0015958,0.0015958,0.0015958
51,66.062,1.03567,1.13302,1.02756,0.97605,0.83333,0.895,0.48741,1.21942,2.27708,1.23313,0.001604,0.001604,0.001604
52,67.3123,1.05418,1.14639,0.96605,1,0.66655,0.94786,0.70373,0.86988,2.20556,1.04432,0.00159608,0.00159608,0.00159608
53,68.5515,0.93633,1.10071,0.93701,1,0.66655,0.94786,0.70373,0.86988,2.20556,1.04432,0.00158816,0.00158816,0.00158816
54,69.8147,0.98716,1.41572,1.02025,1,0.80579,0.97214,0.72049,0.93608,2.11537,0.94727,0.00158024,0.00158024,0.00158024
55,71.0335,1.03366,1.25299,1.02733,1,0.80579,0.97214,0.72049,0.93608,2.11537,0.94727,0.00157232,0.00157232,0.00157232
56,72.2523,0.99371,1.18,0.96972,1,0.93461,0.995,0.74645,1.00374,1.6702,0.98353,0.0015644,0.0015644,0.0015644
57,73.4763,0.99324,1.13373,0.96793,1,0.93461,0.995,0.74645,1.00374,1.6702,0.98353,0.00155648,0.00155648,0.00155648
58,74.7227,1.03608,1.13811,0.96242,1,0.99249,0.995,0.72319,0.99017,1.53006,0.98759,0.00154856,0.00154856,0.00154856
59,75.9275,0.92256,1.05073,0.9285,1,0.99249,0.995,0.72319,0.99017,1.53006,0.98759,0.00154064,0.00154064,0.00154064
60,77.1837,0.81939,0.99779,0.94547,0.98455,1,0.995,0.77769,0.92658,1.43931,1.00449,0.00153272,0.00153272,0.00153272
61,78.3981,0.99169,1.05731,0.98485,0.98455,1,0.995,0.77769,0.92658,1.43931,1.00449,0.0015248,0.0015248,0.0015248
62,79.6469,1.0549,1.0883,0.97794,0.98311,1,0.995,0.77163,0.86839,1.54232,0.93491,0.00151688,0.00151688,0.00151688
63,80.8978,0.8493,1.05175,0.97084,0.98311,1,0.995,0.77163,0.86839,1.54232,0.93491,0.00150896,0.00150896,0.00150896
64,82.1161,0.97223,1.17456,0.99086,0.98448,1,0.995,0.74238,0.8855,1.6014,0.96706,0.00150104,0.00150104,0.00150104
65,83.3246,0.84793,1.09837,0.9814,0.98448,1,0.995,0.74238,0.8855,1.6014,0.96706,0.00149312,0.00149312,0.00149312
66,84.5544,0.92351,1.05762,0.98271,0.97452,1,0.995,0.76872,0.87955,1.57876,0.96393,0.0014852,0.0014852,0.0014852
67,85.737,0.93183,1.02469,0.93167,0.97452,1,0.995,0.76872,0.87955,1.57876,0.96393,0.00147728,0.00147728,0.00147728
68,86.9421,0.92888,0.93661,0.92285,0.95185,1,0.995,0.85254,0.77473,1.3384,0.92754,0.00146936,0.00146936,0.00146936
69,88.1454,1.07857,0.98193,1.0648,0.95185,1,0.995,0.85254,0.77473,1.3384,0.92754,0.00146144,0.00146144,0.00146144
70,89.3742,0.93676,1.08046,0.95768,0.79041,1,0.94786,0.81396,0.71547,1.34623,0.89613,0.00145352,0.00145352,0.00145352
71,90.5885,0.91187,0.9332,0.93901,0.79041,1,0.94786,0.81396,0.71547,1.34623,0.89613,0.0014456,0.0014456,0.0014456
72,91.8144,0.87433,0.96279,0.95808,0.85295,1,0.97214,0.81021,0.70294,1.40411,0.90153,0.00143768,0.00143768,0.00143768
73,93.012,0.91794,0.95618,0.97959,0.85295,1,0.97214,0.81021,0.70294,1.40411,0.90153,0.00142976,0.00142976,0.00142976
74,94.2231,0.83732,0.98171,0.95006,0.85358,1,0.995,0.84241,0.64876,1.21396,0.88438,0.00142184,0.00142184,0.00142184
75,95.4177,0.89532,1.1317,0.92996,0.85358,1,0.995,0.84241,0.64876,1.21396,0.88438,0.00141392,0.00141392,0.00141392
76,96.6519,0.84098,0.89334,0.93197,1,0.98097,0.995,0.87335,0.66947,1.2893,0.88123,0.001406,0.001406,0.001406
77,97.8816,0.92241,0.92528,1.03516,1,0.98097,0.995,0.87335,0.66947,1.2893,0.88123,0.00139808,0.00139808,0.00139808
78,99.2129,0.87717,0.85764,0.90659,1,0.98565,0.995,0.83324,0.74515,1.22022,0.89361,0.00139016,0.00139016,0.00139016
79,100.456,0.78608,0.93467,0.91897,1,0.98565,0.995,0.83324,0.74515,1.22022,0.89361,0.00138224,0.00138224,0.00138224
80,101.771,0.93607,1.03941,0.95976,1,0.99202,0.995,0.80249,0.7761,1.26467,0.90531,0.00137432,0.00137432,0.00137432
81,103.017,0.91325,0.9276,0.94453,1,0.99202,0.995,0.80249,0.7761,1.26467,0.90531,0.0013664,0.0013664,0.0013664
82,104.29,0.9218,0.92911,0.92457,1,0.98857,0.995,0.78587,0.72155,1.11377,0.88695,0.00135848,0.00135848,0.00135848
83,105.561,0.77419,0.84659,0.91453,1,0.98857,0.995,0.78587,0.72155,1.11377,0.88695,0.00135056,0.00135056,0.00135056
84,106.797,0.88294,0.8647,0.92266,1,0.98721,0.995,0.81136,0.77541,1.07076,0.93093,0.00134264,0.00134264,0.00134264
85,108.021,0.73848,0.82732,0.90067,1,0.98721,0.995,0.81136,0.77541,1.07076,0.93093,0.00133472,0.00133472,0.00133472
86,109.24,0.87707,0.93549,0.97167,1,0.98745,0.995,0.82732,0.78616,1.09025,0.9484,0.0013268,0.0013268,0.0013268
87,110.458,0.78924,0.82549,0.91048,1,0.98745,0.995,0.82732,0.78616,1.09025,0.9484,0.00131888,0.00131888,0.00131888
88,111.68,0.80143,0.93285,0.92388,1,0.99726,0.995,0.86411,0.69075,0.97445,0.90572,0.00131096,0.00131096,0.00131096
89,112.904,0.85409,0.8455,0.92367,1,0.99726,0.995,0.86411,0.69075,0.97445,0.90572,0.00130304,0.00130304,0.00130304
90,114.153,0.95193,0.95889,1.01426,0.99332,1,0.995,0.84072,0.63805,0.97981,0.90907,0.00129512,0.00129512,0.00129512
91,115.363,0.84424,0.84098,0.89783,0.99332,1,0.995,0.84072,0.63805,0.97981,0.90907,0.0012872,0.0012872,0.0012872
92,116.597,0.83546,0.81444,0.94248,0.99103,1,0.995,0.85254,0.60082,0.91772,0.90212,0.00127928,0.00127928,0.00127928
93,117.798,0.95966,0.9058,0.93494,0.99103,1,0.995,0.85254,0.60082,0.91772,0.90212,0.00127136,0.00127136,0.00127136
94,119.031,0.77871,0.88303,0.89027,0.99163,1,0.995,0.86907,0.67133,0.87506,0.90625,0.00126344,0.00126344,0.00126344
95,120.22,0.72755,0.79901,0.88001,0.99163,1,0.995,0.86907,0.67133,0.87506,0.90625,0.00125552,0.00125552,0.00125552
96,121.441,0.72711,0.77854,0.94269,0.99281,1,0.995,0.89606,0.62048,0.9537,0.89947,0.0012476,0.0012476,0.0012476
97,122.68,0.81659,0.82471,0.94287,0.99281,1,0.995,0.89606,0.62048,0.9537,0.89947,0.00123968,0.00123968,0.00123968
98,123.938,0.69557,0.76943,0.91484,0.99621,1,0.995,0.90378,0.52976,0.90635,0.88387,0.00123176,0.00123176,0.00123176
99,125.17,0.78379,0.7667,0.92055,0.99621,1,0.995,0.90378,0.52976,0.90635,0.88387,0.00122384,0.00122384,0.00122384
100,126.455,0.86483,0.81135,0.96689,0.99391,1,0.995,0.90894,0.56429,0.86058,0.90198,0.00121592,0.00121592,0.00121592
101,127.694,0.72675,0.73428,0.90946,0.99391,1,0.995,0.90894,0.56429,0.86058,0.90198,0.001208,0.001208,0.001208
102,128.941,0.81699,0.78941,0.92527,0.98763,1,0.995,0.87953,0.58925,0.82279,0.9168,0.00120008,0.00120008,0.00120008
103,130.155,0.75591,0.7242,0.87232,0.98763,1,0.995,0.87953,0.58925,0.82279,0.9168,0.00119216,0.00119216,0.00119216
104,131.394,0.77725,0.80854,0.94331,0.98972,1,0.995,0.86356,0.58584,0.78255,0.95207,0.00118424,0.00118424,0.00118424
105,132.621,0.73802,0.74556,0.9254,0.98972,1,0.995,0.86356,0.58584,0.78255,0.95207,0.00117632,0.00117632,0.00117632
106,133.901,0.74175,0.78841,0.91134,0.99033,1,0.995,0.87953,0.55383,0.81704,0.92903,0.0011684,0.0011684,0.0011684
107,135.126,0.74844,0.72696,0.86981,0.99033,1,0.995,0.87953,0.55383,0.81704,0.92903,0.00116048,0.00116048,0.00116048
108,136.36,0.8392,0.81671,0.96036,0.9899,1,0.995,0.89606,0.47287,0.80519,0.87889,0.00115256,0.00115256,0.00115256
109,137.546,0.73943,0.74803,0.90837,0.9899,1,0.995,0.89606,0.47287,0.80519,0.87889,0.00114464,0.00114464,0.00114464
110,138.772,0.76605,0.71068,0.89523,0.98879,1,0.995,0.8955,0.44595,0.77325,0.87223,0.00113672,0.00113672,0.00113672
111,139.966,0.81677,0.72784,0.94499,0.98879,1,0.995,0.8955,0.44595,0.77325,0.87223,0.0011288,0.0011288,0.0011288
112,141.189,0.67223,0.6981,0.86296,0.99009,1,0.995,0.8955,0.48712,0.74888,0.86728,0.00112088,0.00112088,0.00112088
113,142.393,0.64572,0.70051,0.89548,0.99009,1,0.995,0.8955,0.48712,0.74888,0.86728,0.00111296,0.00111296,0.00111296
114,143.635,0.75635,0.71929,0.90507,0.99115,1,0.995,0.90378,0.5073,0.71593,0.8666,0.00110504,0.00110504,0.00110504
115,144.863,0.78958,0.74813,0.9111,0.99115,1,0.995,0.90378,0.5073,0.71593,0.8666,0.00109712,0.00109712,0.00109712
116,146.107,0.7813,0.70917,0.89571,0.99092,1,0.995,0.92589,0.44674,0.6378,0.85373,0.0010892,0.0010892,0.0010892
117,147.337,0.85261,0.7004,0.92481,0.99092,1,0.995,0.92589,0.44674,0.6378,0.85373,0.00108128,0.00108128,0.00108128
118,148.566,0.67663,0.65356,0.88046,0.98997,1,0.995,0.9123,0.37537,0.61634,0.85665,0.00107336,0.00107336,0.00107336
119,149.822,0.70496,0.64883,0.89274,0.98997,1,0.995,0.9123,0.37537,0.61634,0.85665,0.00106544,0.00106544,0.00106544
120,151.1,0.76671,0.67439,0.90648,0.99128,1,0.995,0.9123,0.38534,0.60731,0.86259,0.00105752,0.00105752,0.00105752
121,152.317,0.73934,0.65266,0.88749,0.99128,1,0.995,0.9123,0.38534,0.60731,0.86259,0.0010496,0.0010496,0.0010496
122,153.535,0.72693,0.64658,0.86592,0.99174,1,0.995,0.90103,0.43401,0.63086,0.87747,0.00104168,0.00104168,0.00104168
123,154.805,0.69553,0.64855,0.88716,0.99174,1,0.995,0.90103,0.43401,0.63086,0.87747,0.00103376,0.00103376,0.00103376
124,156.055,0.75629,0.66041,0.8497,0.99199,1,0.995,0.90585,0.44374,0.62713,0.88619,0.00102584,0.00102584,0.00102584
125,157.325,0.73769,0.70719,0.971,0.99199,1,0.995,0.90585,0.44374,0.62713,0.88619,0.00101792,0.00101792,0.00101792
126,158.578,0.77986,0.66756,0.93008,0.99245,1,0.995,0.90151,0.47244,0.62629,0.89979,0.00101,0.00101,0.00101
127,159.781,0.59219,0.6595,0.89223,0.99245,1,0.995,0.90151,0.47244,0.62629,0.89979,0.00100208,0.00100208,0.00100208
128,161.043,0.70201,0.64228,0.86724,0.99243,1,0.995,0.88043,0.50791,0.60363,0.90809,0.00099416,0.00099416,0.00099416
129,162.253,0.63264,0.63863,0.8599,0.99243,1,0.995,0.88043,0.50791,0.60363,0.90809,0.00098624,0.00098624,0.00098624
130,163.497,0.64177,0.60036,0.87277,0.99207,1,0.995,0.90458,0.46791,0.60385,0.89051,0.00097832,0.00097832,0.00097832
131,164.719,0.73424,0.63652,0.8814,0.99207,1,0.995,0.90458,0.46791,0.60385,0.89051,0.0009704,0.0009704,0.0009704
132,165.949,0.65026,0.59669,0.8446,0.99046,1,0.995,0.91203,0.42986,0.60009,0.87739,0.00096248,0.00096248,0.00096248
133,167.161,0.75416,0.70292,0.96257,0.99046,1,0.995,0.91203,0.42986,0.60009,0.87739,0.00095456,0.00095456,0.00095456
134,168.438,0.701,0.68698,0.94891,0.99094,1,0.995,0.91203,0.44142,0.59038,0.87167,0.00094664,0.00094664,0.00094664
135,169.663,0.67622,0.67572,0.89614,0.99094,1,0.995,0.91203,0.44142,0.59038,0.87167,0.00093872,0.00093872,0.00093872
136,170.918,0.75037,0.67691,0.97522,0.99065,1,0.995,0.90378,0.45429,0.59177,0.87086,0.0009308,0.0009308,0.0009308
137,172.155,0.67645,0.61957,0.88846,0.99065,1,0.995,0.90378,0.45429,0.59177,0.87086,0.00092288,0.00092288,0.00092288
138,173.414,0.76301,0.68329,0.88278,0.99002,1,0.995,0.90895,0.4309,0.61087,0.86502,0.00091496,0.00091496,0.00091496
139,174.628,0.65788,0.59574,0.87638,0.99002,1,0.995,0.90895,0.4309,0.61087,0.86502,0.00090704,0.00090704,0.00090704
140,175.885,0.63663,0.62232,0.87774,0.99031,1,0.995,0.9123,0.41075,0.58693,0.8791,0.00089912,0.00089912,0.00089912
141,177.124,0.62389,0.59314,0.87465,0.99031,1,0.995,0.9123,0.41075,0.58693,0.8791,0.0008912,0.0008912,0.0008912
142,178.36,0.4781,0.58566,0.84199,0.99074,1,0.995,0.888,0.43417,0.56233,0.90186,0.00088328,0.00088328,0.00088328
143,179.577,0.71655,0.60826,0.86563,0.99074,1,0.995,0.888,0.43417,0.56233,0.90186,0.00087536,0.00087536,0.00087536
144,180.827,0.72613,0.60941,0.93178,0.99041,1,0.995,0.9123,0.4806,0.54099,0.92121,0.00086744,0.00086744,0.00086744
145,182.023,0.73525,0.59587,0.92182,0.99041,1,0.995,0.9123,0.4806,0.54099,0.92121,0.00085952,0.00085952,0.00085952
146,183.251,0.6324,0.55666,0.8857,0.98972,1,0.995,0.8935,0.44505,0.52477,0.9148,0.0008516,0.0008516,0.0008516
147,184.456,0.65954,0.57664,0.87877,0.98972,1,0.995,0.8935,0.44505,0.52477,0.9148,0.00084368,0.00084368,0.00084368
148,185.683,0.62099,0.56607,0.82884,0.99185,1,0.995,0.94325,0.44071,0.55275,0.90147,0.00083576,0.00083576,0.00083576
149,186.893,0.65383,0.57801,0.87473,0.99185,1,0.995,0.94325,0.44071,0.55275,0.90147,0.00082784,0.00082784,0.00082784
150,188.143,0.64573,0.55663,0.83947,0.99124,1,0.995,0.92055,0.45048,0.58499,0.89079,0.00081992,0.00081992,0.00081992
151,189.344,0.69652,0.6225,0.90021,0.99124,1,0.995,0.92055,0.45048,0.58499,0.89079,0.000812,0.000812,0.000812
152,190.569,0.70387,0.65267,0.94621,0.99126,1,0.995,0.96205,0.42652,0.58689,0.87523,0.00080408,0.00080408,0.00080408
153,191.808,0.66182,0.5555,0.87346,0.99126,1,0.995,0.96205,0.42652,0.58689,0.87523,0.00079616,0.00079616,0.00079616
154,193.063,0.61945,0.56418,0.84941,0.99151,1,0.995,0.95865,0.38684,0.58394,0.8797,0.00078824,0.00078824,0.00078824
155,194.302,0.59405,0.59296,0.83963,0.99151,1,0.995,0.95865,0.38684,0.58394,0.8797,0.00078032,0.00078032,0.00078032
156,195.558,0.58359,0.58654,0.90089,0.9918,1,0.995,0.92749,0.3818,0.55829,0.88221,0.0007724,0.0007724,0.0007724
157,196.781,0.7141,0.71881,0.94543,0.9918,1,0.995,0.92749,0.3818,0.55829,0.88221,0.00076448,0.00076448,0.00076448
158,198.024,0.54942,0.56319,0.83649,0.99182,1,0.995,0.92526,0.40658,0.57219,0.8896,0.00075656,0.00075656,0.00075656
159,199.237,0.65903,0.62223,0.87573,0.99182,1,0.995,0.92526,0.40658,0.57219,0.8896,0.00074864,0.00074864,0.00074864
160,200.459,0.64213,0.54472,0.86757,0.99162,1,0.995,0.90103,0.41976,0.56022,0.87728,0.00074072,0.00074072,0.00074072
161,201.683,0.55745,0.54008,0.88897,0.99162,1,0.995,0.90103,0.41976,0.56022,0.87728,0.0007328,0.0007328,0.0007328
162,202.926,0.5942,0.55809,0.8891,0.99189,1,0.995,0.92906,0.412,0.52637,0.85356,0.00072488,0.00072488,0.00072488
163,204.11,0.57532,0.53338,0.85609,0.99189,1,0.995,0.92906,0.412,0.52637,0.85356,0.00071696,0.00071696,0.00071696
164,205.334,0.55878,0.52945,0.8667,0.99183,1,0.995,0.92339,0.42257,0.49704,0.85406,0.00070904,0.00070904,0.00070904
165,206.542,0.68539,0.58105,0.88698,0.99183,1,0.995,0.92339,0.42257,0.49704,0.85406,0.00070112,0.00070112,0.00070112
166,207.795,0.60931,0.53008,0.88382,0.99159,1,0.995,0.885,0.43743,0.52142,0.86094,0.0006932,0.0006932,0.0006932
167,208.985,0.55998,0.51587,0.87478,0.99159,1,0.995,0.885,0.43743,0.52142,0.86094,0.00068528,0.00068528,0.00068528
168,210.216,0.57659,0.54093,0.85735,0.99149,1,0.995,0.90178,0.39486,0.54538,0.86828,0.00067736,0.00067736,0.00067736
169,211.485,0.57707,0.51675,0.89641,0.99149,1,0.995,0.90178,0.39486,0.54538,0.86828,0.00066944,0.00066944,0.00066944
170,212.739,0.49183,0.50357,0.84837,0.99129,1,0.995,0.90979,0.36587,0.5174,0.85997,0.00066152,0.00066152,0.00066152
171,214.065,0.56106,0.53785,0.9054,0.99129,1,0.995,0.90979,0.36587,0.5174,0.85997,0.0006536,0.0006536,0.0006536
172,215.281,0.69657,0.61199,0.88306,0.99168,1,0.995,0.92057,0.3701,0.53139,0.87128,0.00064568,0.00064568,0.00064568
173,216.635,0.56929,0.53427,0.87934,0.99168,1,0.995,0.92057,0.3701,0.53139,0.87128,0.00063776,0.00063776,0.00063776
174,218.078,0.63822,0.56372,0.86543,0.99194,1,0.995,0.94108,0.35009,0.49954,0.86731,0.00062984,0.00062984,0.00062984
175,219.366,0.53279,0.48781,0.84003,0.99194,1,0.995,0.94108,0.35009,0.49954,0.86731,0.00062192,0.00062192,0.00062192
176,220.677,0.53968,0.49314,0.84919,0.9919,1,0.995,0.95547,0.31815,0.48941,0.8747,0.000614,0.000614,0.000614
177,221.929,0.57109,0.52367,0.87608,0.9919,1,0.995,0.95547,0.31815,0.48941,0.8747,0.00060608,0.00060608,0.00060608
178,223.155,0.57462,0.5198,0.87925,0.99147,1,0.995,0.92858,0.32998,0.48831,0.88159,0.00059816,0.00059816,0.00059816
179,224.371,0.52314,0.5335,0.8669,0.99147,1,0.995,0.92858,0.32998,0.48831,0.88159,0.00059024,0.00059024,0.00059024
180,225.619,0.57653,0.53684,0.85286,0.99091,1,0.995,0.91774,0.36675,0.4863,0.88527,0.00058232,0.00058232,0.00058232
181,226.833,0.59146,0.52968,0.86839,0.99091,1,0.995,0.91774,0.36675,0.4863,0.88527,0.0005744,0.0005744,0.0005744
182,228.073,0.60739,0.50326,0.84122,0.99027,1,0.995,0.9234,0.37522,0.46894,0.88078,0.00056648,0.00056648,0.00056648
183,229.293,0.63913,0.53633,0.89638,0.99027,1,0.995,0.9234,0.37522,0.46894,0.88078,0.00055856,0.00055856,0.00055856
184,230.562,0.46115,0.45861,0.85198,0.98971,1,0.995,0.9234,0.38582,0.48323,0.87978,0.00055064,0.00055064,0.00055064
185,231.774,0.58391,0.51229,0.82814,0.98971,1,0.995,0.9234,0.38582,0.48323,0.87978,0.00054272,0.00054272,0.00054272
186,232.99,0.54129,0.50942,0.84003,0.98826,1,0.995,0.90105,0.40416,0.4924,0.8812,0.0005348,0.0005348,0.0005348
187,234.225,0.55524,0.51969,0.85772,0.98826,1,0.995,0.90105,0.40416,0.4924,0.8812,0.00052688,0.00052688,0.00052688
188,235.463,0.57534,0.53641,0.85925,0.98752,1,0.995,0.91791,0.40796,0.48093,0.88086,0.00051896,0.00051896,0.00051896
189,236.696,0.571,0.5417,0.85525,0.98752,1,0.995,0.91791,0.40796,0.48093,0.88086,0.00051104,0.00051104,0.00051104
190,237.936,0.5945,0.54808,0.93921,0.98826,1,0.995,0.91232,0.40184,0.4681,0.87991,0.00050312,0.00050312,0.00050312
191,239.157,0.46362,0.45222,0.84451,0.98826,1,0.995,0.91232,0.40184,0.4681,0.87991,0.0004952,0.0004952,0.0004952
192,240.417,0.60047,0.59384,0.90475,0.99011,1,0.995,0.92752,0.43516,0.48073,0.88148,0.00048728,0.00048728,0.00048728
193,241.619,0.58485,0.51014,0.86535,0.99011,1,0.995,0.92752,0.43516,0.48073,0.88148,0.00047936,0.00047936,0.00047936
